vert1_id,vert2_id,message_text,SKI,MKI,DKI,SKC,MKC,DKC,week,is_reply,participatory_role
J,E,"E, I like that you stated ""I think it's also beneficial to know where you may not be as strong for a learning style."" I think this is a very important point to understand your strengths as a learner but also understanding where you may struggle. It is important as learners that we know how we can work through these difficulties in a class and what we can do to improve so we can the best learning experience as possible! Thanks for your post",0,0,0,0,1,0,Week 11,0,Mediator
R,E,"E, thanks so much for sharing this article, which is in consistent with my thoughts. ""Students differ in their abilities, interests, and background knowledge, but not in their learning styles. Students may have preferences about how to learn, but no evidence suggests that catering to those preferences will lead to better learning. As college educators, we should apply this to the classroom by continuing to present information in the most appropriate manner for our content and for the level of prior knowledge, ability, and interests of that particular set of students."" I agree that there are many factors we instructors should take into consideration, such as students' prior knowledge, ability, interests",0,0,0,0,1,0,Week 11,0,Leader
F,E,"Hi, E,It's a very thought-provoking article. I like the way it takes apart the theory into the pieces the authors agree with and the ones they see no basis for. They make a compelling argument. I haven't read enough to evaluate it, but it's definitely worth looking at",0,0,0,1,0,0,Week 11,0,Starter
G,E,"I like the use of Dweck's mindset to describe the utility of learning theories...that was going through my mind when I was composing my answer. I like to think that we are able to grow and adapt in how we learn, but I still lean a little bit towards (S's?) response which mentioned that our underlying style will always be present. (apologies if it was not S who wrote that).I wonder if the reason why there's no credible evidence that learning styles exist is that we cannot design a study to measure it. On a somewhat related note, I took several classes that dealt with student development theories. Ultimately, they all ended up sounding remarkably similar after a while, and there was a great deal of debunking those theories as well during our class discussion",0,0,0,1,1,0,Week 11,0,Influencer
E,G,"G,I also was thinking about Carol Dweck's ideas. It seems like the complexity of learning styles may make it difficult to capture in a traditional study (RCT approach).",0,0,0,1,0,0,Week 11,0,Leader
D,ins,"Do you think you can change your learning style?Yes, I do believe it is possible for us to change learning style. The gene decides one_ dominant sensory organ, and therefore paramount learning style. Also, effects from environment, peers, and life events in childhood may impact, and even reshape, one_ learning style. Once grown up, when overlooks on the world, life and values are set, one_ learning style probably is also shaped. Then we just follow the learning style which we are accustomed to and feel confortable with. However, there is still possibility of changing learning style if you would like to.How can you use your learning style beneficially?I was not quite sure which one I belongs to, some descriptions look like me in all these three. So I took a learning style quiz online, and the result is I_ 25% auditory, 35% visual, and 40% tactile. I am a tactile learner! I prefer paper-book to e-book, for I like the sense of flipping over pages, and I also take notes and use highlighters to mark while reading. Hand-on activities are my favorite, so when I learn something new, I_ gonna try it out, e.g. build concept maps.What do you think Diaz & Cartnal meant when they stated ""There are probably as many ways to teach as there are to learn in the Comparing Student Learning Styles in an Online Distance Learning Class and an Equivalent On-Campus Class article?As article Understanding Your Learning Styles mentioned, no two people are exactly the same and no two people learn in exactly the same manner. Thus, every learner in the world has his/her own way to learn. Auditory, visual, and kinesthetic learning styles are the most common three that have been recognized and studied, and there_e uncountable minority learning styles out there. How many people there means how many ways to learn exist, and how many ways to learn exist mean how many ways to teach could be. You can see my quiz result above, 25% auditory + 35% visual + 40% tactile = I_ a kinesthetic learner, however, those who are also kinesthetic learners might hold different percentage points with me, and therefore different ways to learn. What learning style do you most identify with of the 3 outlined in the article Understanding Your Learning Styles? Does your learning style fit with online learning?As for online learning, I think my learning style still fit here. A lot of online activities are visual and auditory, so I just use visual and auditory parts of my learning style to facilitate my study. I like pictures, charts, diagrams these visual stuff to help me understand and memorize, also I enjoy listening to lectures which is more comfy compared with reading. And once there_ a hand-on activity I_l be happy to do it.",0,0,4,0,0,0,Week 11,1,Regular
K,D,"D,I see that you have a little bit of everything in you which is a good thing.Taking notes with highlighter to mark important information is something I see commonly done. My friend used to summarize the page and put it on a sticky note and then post it into the textbook, which I thought was an interesting way of taking notes as well. Everyone does something that works for them. How would you advise your friend to learn if they are having a hard time learning?",0,0,0,0,1,0,Week 11,0,Peripheral
M,D,"Hi D,I took the quiz too and I had pretty similar results.  That is, I did not have an overwhelming preference for any one of the styles.  It made me really think about this week's question about can learning styles change.  I cannot help but thing for me that they have changed over time.  If you asked me this question when I was 18, I know for sure I'd have a different answer.I'm with you on the flipping pages of a book.  I also prefer to read the newspaper in hard copy.  There's something about hearing the newspaper move when you hold it up in front of you to straighten it out to fold.  I also just like the weight in my hands",0,0,0,1,1,0,Week 11,0,Regular
L,ins,"Do you think you can change your learning style?I think that one's initial learning style is hardwired and will not change.  I think as time passes and one gain's many additional experiences with different learning styles one can adapt and prefer many styles (I don't think one can necessarily completely change styles).  For me personally, my preferred learning style is a mixture of all three learning styles (visual, auditory and kinesthetic).  I am unable to place where my learning style is directly because all three seem to fit how I prefer to learn.How can you use your learning style beneficially?It is important to understand the advantages and challenges of a learning style--in order to know what is beneficial and works for a person.  Communication between teachers and students is crucial in regards to learning styles because if perhaps a student does not learn well visually, it's important for the teacher to notice challenges as this and important for student to be vocal about their learning concerns. What do you think Diaz & Cartnal meant when they stated ""There are probably as many ways to teach as there are to learn in the Comparing Student Learning Styles in an Online Distance Learning Class and an Equivalent On-Campus Class article.I think what Diaz and Cartnal meant by their statement was that individuals it is hard to pin down a specific learning style.  There are endless amounts of ways and activities that help us learn, and the way we learn depends on the specific person's experiences and preferences.What learning style do you most identify with of the 3 outlined in the article Understanding Your Learning Styles? Does your learning style fit with online learning?I believe that I am a mix of all three learning styles--but if I had choose I would pick visual.  I do think that the visual learning style does fit well with an online learning community because we read often online, complete visual flipgrid videos, watch online videos and complete/read concept maps.  I think this is why I enjoy online classes and exceed using technology as a whole",0,1,3,0,0,0,Week 11,1,Regular
K,L,"L, You bring out several great points. One thing that you mentioned was that it's important to understand your learning style. If you were an instructor and you were splitting students up based on learning styles, how would you go about splitting up the students? I think your interpretation of Diaz and Cartnal's quote was right on. I agree with your interpretation of it. ",0,0,0,0,1,0,Week 11,0,Peripheral
J,L,"Hi L, I also liked what you said about the Diaz and Cartnal article. I think it is hard to pin down a specific learning style and there are endless amount of ways and activities for us to learn. I also think that different subjects may cause people to learn differently. I also agree with you that visual style learning does fit well into an online learning community because we often have to do readings and even our discussions have to be read and not talked out",0,0,0,0,1,0,Week 11,0,Mediator
N,ins,"After reading all of the articles, I am still not sure they really capture my learning style quite well. I learn best by listening to lectures presented by someone who knows her or his material well enough to teach it. I like to go over materials that I can apply to my professional life immediately. I think I am a visual learner, but I do not ""make concept maps or outlines"" as the first article suggests. In that sense, my learning style doesn't fit quite well with an online learning environment with a tremendous amount of group work, or one that uses a constructivist teaching approach.i agree that a person can change her learning style. For example, I won't have ever learned how to drive a car just by listening to lectures. I had to drive the car, make mistakes and correct them as I went along. The same is true of learning computer, and as in the ""old days"", office machines such as calculators. In sum, I would say that for me certain subjects I prefer lectures, while for others I would use a kinesthetic learning style.Knowing your learning style can be beneficial when the course instructor knows how you learn and is flexible enough to use different teaching approaches. That can be quite challenging for the professor, but it is equally difficult for a student who has to adopt himself to a different learning style. It should be possible for both the student and the teacher to make adjustment in learning styles for true learning to occur for the benefit of the student",0,1,2,0,0,0,Week 11,1,Regular
E,N,"N, you bring up a great example of where the content and the goals of the learning (like learning to drive) drive the type of teaching/learning approach that is needed. My poor engineering father tried to write up an instruction sheet for me to learn how to not choke the car when I was putting it into 1st gear. But it took my mother making me try it over and over to get a feel for what to do with my feet on clutch and gas to figure it out. I think it had less to do with my learning style preference (where usually instructions like that worked great) and more with the goal of the instruction",0,0,0,0,1,0,Week 11,0,Leader
O,N,"N, I think you make a good point that there are some thing you just can't learn in one way - I would be terrified to drive on a road where everyone learned to drive by reading about it :-) Putting on makeup is also something you have to learn by actually doing physically! haha. But of course, most of the information in our world is visual and auditory, so really what that means is we all have to be able to learn in all three styles.",0,0,0,0,1,0,Week 11,0,Regular
H,N,"N,Great example,  As my son is learning to drive :)As people get a sense of their learning style, it is just as important to be able to learn how to adapt to other styles.  I know it was a challenge for me to adapt to online learning from face to face but over time and help with instructors adapting lessons I was able to really enjoy online learning.  So even though I have not changed my learning style, but I have learned to use all three best I can",0,0,0,0,1,0,Week 11,0,Leader
T,ins,"Do you think you can change your learning style?I am not sure you can completely change your learning style from one to another, but instead build a competency in the other recognized learning styles. As I read through the lists of characteristics for each of the learning styles, I definitely associate the most with a visual learner as a student. However as a teacher, my education and years of instruction have forced me to focus on those areas in which I am not as strong and build those competencies. As I thought about myself as a learner now, I am the product of many hours in the classroom, both learning and teaching. These opportunities have pushed me to develop and grow in the areas of auditory learning and even kinesthetic learning in our activities in my pottery class. Many people mentioned muscle memory in their flipgrid conversations, and the application is very apparent when working with art materials. The motion of a pencil, the direction of a paintbrush, and what clay does when you do this or that.How can you use your learning style beneficially?I think that the biggest benefit for me has been understanding the distractions that being a visual learner has created for me. I have a hard time focusing on things when the tv is on and I must disconnect myself from any loud noises if I am required to read anything that might take some serious concentration. If I am able to do that I know that I can focus better and the material always seems to make more sense. Looking at avoiding distractions is simply one side, but many of the suggestions that were recommended are things that I have never really thought about and might be helpful for me to explore in the future whether it is myself or examining students and designing curriculum.What do you think Diaz & Cartnal meant when they stated ""There are probably as many ways to teach as there are to learn in the Comparing Student Learning Styles in an Online Distance Learning Class and an Equivalent On-Campus Class article.If I were to take a quick poll of my students in relation to learning styles and the percentage of each one they associated with, my prediction would be that no two students match each other. Understanding this discrepency in student learning styles is so crucial when designing assessments or delivery of knowledge. I usually try to spread my resources to support students across the spectrum with demonstrations, auditory explanations, recorded video supports and written instructions.What learning style do you most identify with of the 3 outlined in the article Understanding Your Learning Styles? Does your learning style fit with online learning?I would have to say that although I mostly associate with the visual learners, I can't help but feel that in my quest to understand other perspectives and learning styles,  components of auditory learning resonate with me as well. As I was working through a Research Methods class, I found myself reading the textbook out loud so I could focus on text and comprehend this foreign material. I love words, writing, and spelling errors drive me crazy, although somehow I am not qualified to bring notice to them in my student's eyes as I am an ""art teacher"" and not an english teacher. Absolute silence is usually worse than if there are twenty people all talking at once for me and I played two instruments and sang in multiple choirs in high school and college. I had a really hard time identifying with one learning style, but again, I have to consider my career as a means of transforming my weaker areas into areas of strength. Bringing this back to online learning, once I can create an workspace free from distractions, I feel that my learning style has allowed me to flourish in an online forum.",0,0,4,0,0,0,Week 11,1,Peripheral
N,T,"Thanks for an excellent post, T. Yes, although a person cannot completely change their learning style, I think it is possible to use the other styles depending on the context. As you have aptly stated, you use one style as a student and another as a teacher. Indeed, I think it is even necessary to change learning styles depending on the subject you are learning. As I pointed out in my post, I use a visual learning style when I am learning courses that are in the humanities, but for courses such as accounting and finance (that require hands-on practice) I tend to use both visual and kinesthetic learing learning styles. The struggle some of us are having with the theory of learning styles is that the writers tend to describe them in rigid categories. They should probably be seen as a continuum",0,0,0,0,1,0,Week 11,0,Regular
L,T,Hi T!I agree with you that one can definitely adapt to multiple learning styles.  I also am similar to you in that I am a visual learner. I was involved in choir and played musical instruments and it comes natural for me to see in a visual (artistic) type of way. Thanks,0,0,0,1,0,0,Week 11,0,Regular
B,T,"T thank you for the nice post- you really had thoughtful honest answers and you could tell that you have really taken a closer look at yourself as well as the other learners that you affect.I am a teacher as well and I think that it is important to be sure to cover all learners as best you can.  I often find that I teach in the learning style that works for me as this makes sense, however you need to be mindful of the other methods and learning styles to be sure that all people are able to connect with the material.",0,0,0,0,1,0,Week 11,0,Starter
Q,ins,"a) Do you think you can change your learning style?I think that I can adapt to different learning styles some a bit easier than others. An example would be participating in a lead role in a play for history class.b) How can you use your learning style beneficially?I know my strengths and weaknesses in my learning style inventory so I can focus on improving the learning styles that are out of my comfort zone. I can utilize my strengths in content areas that use my style the most.c) What do you think Diaz & Cartnal meant when they stated ""There are probably as many ways to teach as there are to learn in the Comparing Student Learning Styles in an Online Distance Learning Class and an Equivalent On-Campus Class article.I think that they meant that diversity is a part of our lives. We learn under conditions with various motivations and perspectives of the world. The place, time and culture do matter in teaching and learning. Not all cultures and sub-groups within them can learn in the same manner. what works with one may not work with another so well. Teaching and learning is not ""one size fits all"".d) What learning style do you most identify with of the 3 outlined in the article Understanding Your Learning Styles? Does your learning style fit with online learning?I am an auditory learner and my classes have to be quiet when I am listening. I do not like disruptions that are unnecessary. Online learning includes auditory and visual learning that are my favorites. As a teacher my classroom has to be really quiet when students are focused on work or when I am instructing the class. My students find that rather different but my learning style and culture impacts the way I teach.I find it hard to adapt to kinesthetic or tactile and in my family my daughter favors them as her style of learning.",0,2,2,0,0,0,Week 11,1,Peripheral
I,Q,"Q,I think your way of changing your learning style is a great approach at trying to change your learning style by doing something different in class. Taking a step out of one's comfort zone is definitely challenging, but one small contribution at a time always helps as well. The good thing is, if you are wrong, you will remember why you were wrong. How would you help a kinesthetic learner when it comes to teaching?",0,0,0,0,1,0,Week 11,0,Peripheral
R,ins,"I have chosen complexity under the category - University. _The Welsh scholar Dave Snowden proposed cynefin complexity framework to describe a perspective on the evolutionary nature of complex systems, including their inherent uncertainty. I am interested in complexity system because I think educational system itself is a complexity system.In complexity theory an organism senses and responds to its environment, thereby changing its environment, which changes the organism again, so that the organism reacts to, and thereby _ proactively _ changes, its environment; the process, in iterating itself, produces dynamic and continuous change recursively (Stewart, 1991). _And Educational systems, institutions and practices exhibit many features of complex adaptive systems, being dynamical and emergent, sometimes unpredictable, non-linear organizations operating in unpredictable and changing external environments.The cynefin complexity framework provides a typology of contexts that guides what sort of explanations or solutions might apply. It draws on research into complex adaptive systems theory, cognitive science, anthropology, and narrative patterns, as well as evolutionary psychology, to describe problems, situations, and systems. It ""explores the relationship between man, experience, and context""and proposes new approaches to communication, decision-making, policy-making, and knowledge management in complex social environments.Educators can use this framework to evaluate the learning system or learning community. Educators and other stakeholders can use it to do knowledge management, which refers to a multi-disciplined approach to achieving organisational objectives by making the best use of knowledge. It can also be used by software developer to evaluate the quality of products. It align with the key characteristics as followings: it has real-world relevance and provides the opportunity for both instructors and students to making best use of knowledge. In this process, instructors and students have opportunities to collaborate and interact with each other.",0,4,0,0,0,0,Week 12,1,Leader
A,R,"Hi R,Thank you for your discussion of complexity theory. It really is an interesting concept.",0,0,0,1,0,0,Week 12,0,Peripheral
F,R,"R, Wow. I had never considered complexity theory in relation to education, but I can see how educational systems could be seen through that lens. Fascinating!",0,0,0,1,0,0,Week 12,0,Leader
O,R,"Interesting...I think anything with enough people involved inherently becomes ""complex"" and maybe even unstable in a way because of that ""human"" element - we are each so complicated on our own that to make systems of people is just an incredible amount of complexity. I was thinking about this in terms of a company where you have a bunch of defined job roles, but how and what actual work gets done depends widely on the traits of the specific people who fill those roles. Than,s for introducing this concept, R!",0,0,0,0,1,0,Week 12,0,Regular
N,R,"Wow! You (R) have taken a complex subject and explained it ways that someone without background in complex systems can understand. I remember now that in my MBA days there was discussions about closed systems, chaos theory, etc. It was an emerging thought then that management should not be understood as mechanistic, rational theory since human beings were involved. Classical management thought posits the five functions of management: planning, organizing, staffing, leading, and controlling. Henri Fayoul, the father of classical management thought, held that once managers perform these functions an organization's objectives would be achieved. I found it interesting that your post represents another approach to achieving organizational objectives without the long-held approach to management.",0,0,0,0,1,0,Week 12,0,Peripheral
O,ins,"Honestly, I thought the lessonpaths.com was a really cool find in itself! I love that you can collect specific ""playlists"" that include videos, websites and other content,, organize them into a specific order, and make them publicly available to other people.One tool/website that's been really interesting for me is codeacademy.com. It's been very helpful in my career to gain technical skills to be able to work with LMSs on a more widespread and technical level. So, in terms of the key characteristics of successful learning, it definitely has real-world relevance. I think learning the basics behind web design and development is going to become more and more important for lots of people to understand, and there are a lot of young people interested in it!Codeacademy also does a great job in two other indicators of authentic learning in that it definitely allows for diverse outcomes, and learners can create polished projects. As you are learning about HTML, CSS, etc, the site actually teaches you to build projects, such as webpages, step by step. Although there are certain things you code has to have in order to work, you can be very creative in how you design a webpage, and one student's project could look entirely different from others.Codeacademy is set up as a series of tutorials where you can pick and choose which projects/skills you want to work on next. A neat feature of the site is that you can create your own tutorials to teach users of the site about how to create a project you designed, or a skill that you specialize in. This could be an interesting assignment for students to not only learn a little about web languages, but they can create a lesson to teach others. This fits with the ""provide opportunities for students to examine tasks from different perspectives"" authentic learning indicator.However, the way this learning tool is currently, it's not as strong with creating opportunities for collaboration, or integrating multiple subject areas. Both can definitely be done with the site (you could work on a project with a classmate, or create a website about an outside subject you are interested in), but you would have to structure in additional requirements to make that happen!",0,4,1,0,0,0,Week 12,1,Regular
S,O,"(O) Thanks for this wonderful analysis of codeacademy - I had not explored this one when I selected this LessonPaths exercise, but I will definitely put it on my list of self-directed learning projects, as it will help me with the development of my online CoP final masters field project. Your insight regarding its limitations around collaboration are good for others to be aware of, as well.",0,0,0,0,1,0,Week 12,0,Regular
G,S,"S,Are you familiar with Peer to Peer University? They have a wide range of classes - some are peer (instructor) led, and others may be self-paced (I haven't looked extensively through all the offerings). I lurked for a while in a mooc-ish type course on rhizomatic learning a month or two ago, and there was a great community that came together around the topic. Evidently discussions are still ongoing...I see references to them from time to time in other contexts. Just mentioning it as your comment popped it into my head",0,0,0,0,1,0,Week 12,0,Mediator
F,G,"G, you seem to have experience with nearly every mooc-ish offering available. Thanks for highlighting Peer to Peer University",0,0,0,1,0,0,Week 12,0,Leader
R,O,I knew codeacademy in another class last semester and it's easy to use for learners who don't have programing and coding experiences!,0,0,0,1,0,0,Week 12,0,Leader
F,O,"O,Codeacademy sounds fascinating. Thank you for the detailed description",0,0,0,1,0,0,Week 12,0,Leader
H,ins,"Hello,I choose How to write a resume under Business Studies:I choose this because I am in the process of having to write a resume as my five year contract will be up for bid. _I have this last year to work and the current company I work for is proceed to win another five years, but other companies are applying as well, so I will need to be ready to submit my resume to them all!!! _this is a scary time...I found this tool to be very helpful. _I have not seen this sight before, but I sure will use it again. _I love the you tube video that share info and demonstrate. _There is plenty of learning opportunity in all styles, with visual sound and hands on....This sight and set of tools took me through many steps and shared ideas that I forgot about in writing cover letters, resumes, and thank you follow up letters. _I believe there are 13 steps, I did not get through them all, but I sure was able to learn just what I needed. _I like how the video kept to the point and used visuals to get the point across.Very impressive sight. _I will probably go back in and click on some of the educational tools as I am an educator in early childhood and work with many teachers.As far as using these tools in collaboration sites, they would be great to up load on Moodle or Blackboard to share as visual and step by step direction with your online class or in a webinar.I could use these as a great resource!!!Great tool- thank you for sharing",0,4,0,0,0,0,Week 12,1,Starter
S,H,"I'm glad you found this exercise applicable to your personal needs, as well, H. And good luck with your job renewal process!",0,0,0,1,0,0,Week 12,0,Regular
B,H,"Wow good luck H with your resume.  It is a big job to get all the piece together and often times things change and there are new ways of doing a resume.  All the sights that I looked were very interesting.  I am in early childhood as well and there were so many things that I think EC teachers would be able to use.  The math sight that I looked at talked about early learning and it stated k-2 grade, however many of the activities could be used in an EC classroom",0,0,0,0,1,0,Week 12,0,Regular
B,ins,"I really enjoyed this sight and found it to be really fun and interesting. _I am a parent educator and I work with parents who have children Kindergarten and under. _There was not a specific area that I found so I went under ""How Parents Can Become Strong Teachers In.. "" and I choose to look at Math. _Under the math area there was a section called Early Math k-2nd grade. _As I looked through the games and played many I found that several of the games preschool children would be able to enjoy. _The first game that I played worked on number recognition. _The learner had to count the number of animals and click on the correct number. _Many of our preschool students know there numbers and this would game would be a fun way to practice. _The second game that I played asked the learners to click on the monkeys in a large group of many animals. _Both of these games related to ""real world relevance"" from the article. Children needed to be able to click on animals and practice counting.I looked at some of the harder games such as the ones that worked on greater than and less than. _Learners would need to have a bit more background knowledge in math skills to do these games. _However, with some parent help guidance many learners would be able to catch on quickly. __I thought that over all the sight was great it was fun and interesting. _On page two from the reading it talked about ""integrate and apply across different subject area and lead beyond domain."" _Many of these games worked on math skills as well as identifying animals and working on fine motor skills.Playing these games allows the learner to work on several different skills all at once.",0,0,2,0,0,0,Week 12,1,Regular
T,B,"B,I am glad to see that you found something applicable even if you had to dig a little :-) Along with my two boys, my wife and I attend an Early Childhood Family Education class on Monday nights. Most of the play is pretty limited to themes and not much outside of traditional toys are discussed, but I see a golden opportunity for the instructor to bring these things to parents to try outside of the class. Most parents are just to busy to do all the research into finding games with substance and your ability to share these with the parents you work with is such a great asset. Thanks again for your thoughtful response",0,0,0,0,1,0,Week 12,0,Starter
H,B,"HI B,Thank you for the insight on the K-2, I will look at that. _I just came out of a meeting discussing the important role family advocates or parent educator have with families around school readiness. _We focus so much on our school readiness goals and forget to involve the family advocate in on the educational process!!! PE need to be at the table when discussing school readiness goals because you ""know"" the family and can support family well-being, with out the family/parents supporting their children in a healthy manner the learning is not taking place!!!In the morning I will be discussing how to support families in crisis. _Back packs are not being looked at when the parent/s is looking for housing!!! Just thought I would share that with you, your role as a parent educator is so important in the development of children being successful in school!!",0,0,0,0,1,0,Week 12,0,Starter
L,ins,"a) What made you choose this tool?I chose the ""Flipped Classroom"" (infographic) lesson plan for teachers because my major is elementary education and I thought this would be an interesting concept to learn more about! I have not had a lot of experience with this idea either so I thought it would be good to learn more about it.b) How does the tool promote authentic learning? Specifically, how does it align with the six key characteristics of successful activities described on Page 2 of the EduCause article above?The page I chose to review was very interesting and informative. _The plan about the flipped classroom approach provided me with statistics, real-life examples and ""key takeaways."" _It was brief yet thoroughly explained the basic concept of the approach. _I thought it was very cool and beneficial how I could click ""next"" on the playlist and it would direct me to a website that supports the idea of the flipped classroom. _All the supporting information was provided within the lesson and made my job of researching the topic very easy.",0,1,1,0,0,0,Week 12,1,Influencer
B,L,L I will have to go and check flipped classroom out.  They do this at the school that I work at and it has been very successful.  It is a very interesting concept and it is good to know that this sight can be helpful in learning more about it.,0,0,0,0,1,0,Week 12,0,Regular
T,L,"L,I am glad that someone selected ""flipped classroom"" material. As a current 9-12 visual arts teacher, I think that this is definitely a way to bridge online learning with our younger students in preparation for college and within my district there are math teachers at the elementary level who are using this format to teach 4th graders certain concepts. If you are interested in more information there is a fairly short book by Aaron Sams & Jonathan Bergmann, which breaks things down even more in detail.",0,0,0,0,1,0,Week 12,0,Starter
J,L,"L, I think flipped classrooms seems like an interesting concept. It seems to be something that will definitely be occurring more in the future and definitely something teachers will need to know about.",0,0,0,1,0,0,Week 12,0,Leader
R,L,(L) I will check out flipped classroom at the next time! Is this a very useful way to teach mathematics? or other courses as well? I am curious! ,0,0,0,1,0,0,Week 12,0,Leader
T,R,"R,I think Math would be one of the best classes in which to used a flipped learning approach. Think about being able to watch the lecture over and over again until things click and then working on your homework in class with your facilitator being there to clarify things? That sounds like a math class I wish I could have taken! The two gentleman that I mentioned in my first post in this thread taught Chemistry and many of there examples relate back to the ""core"" areas. There is a great Ning group that I have joined that is completely focused on flipped learning and covers a wide variety of content areas.",0,0,0,0,1,0,Week 12,0,Starter
A,L,"L,This sounds like a really great tool and I'm glad that you found it helpful to tie into your major.",0,0,0,1,0,0,Week 12,0,Peripheral
I,J,(J) Flipped Classroom sounds like a useful tool for teachers. I think that flipped classroom would be a fun way of learning instead of always just doing the same kind of lectures we usually have.,0,0,0,0,1,0,Week 12,0,Regular
F,L,"L,I'm always looking for ways to describe what can be done with a flipped classroom, and this lesson plan may be really useful for me, too. Thanks!",0,0,0,1,0,0,Week 12,0,Leader
Q,L,"Hi L,I have tried to use flipped classroom in my classes and its an awesome concept. Many high schools are getting iPads for their students so that makes it much easier to implement  the  flipped classroom concept. In elementary schools there might be a day when each class has a set of iPads. Thanks for sharing your thoughts on my favorite topic",0,0,0,0,1,0,Week 12,0,Peripheral
F,ins,"I chose SoundCloud under audio-visual tools. I've been thinking a lot about podcasting, and sound recording in general, lately. It's an area I should know more about, and I think it could be fun. I think SoundCloud in particular is a tool I might recommend to instructors because of its interactive capabilities. Being able to comments on the recordings at specific points seems ideal for both instructors to provide input to students and for students to comment on each others' work. The playlist I chose included video that walk you through the whole process of setting up an account, recording and commenting. I found it very useful.I believe SoundCloud meets several of the criteria mentioned in the EduCause article. It has real-world relevance, allows for collaboration, integrates across disciplines, and allows students to produce a polished product.Thanks for pointing us toward this interesting site",0,1,1,0,0,0,Week 12,1,Leader
J,F,"F, SoundCloud seems like a really beneficial tool in the classroom. I agree that it seems like a great tool for instructors to use if a topic is particularly harder to understand and for students to comment or ask questions to other students as well as the instructor.",0,0,0,0,1,0,Week 12,0,Leader
R,F,"sounds great! F. I will definitely check it out and use it in my online course. Now I am using quicktime player to record audio and upload it in this website:https://www.podomatic.com/quick_post, which is recommended by Instructor! I am curious about other tools!",0,0,0,1,0,0,Week 12,0,Leader
I,F,"F,SoundCloud sounds a useful tool. It is a fun and unique way for instructors to use for teaching purposes.",0,0,0,0,1,0,Week 12,0,Regular
O,F,(F) I never thought of using Sound Cloud as an educational tool! That is a good idea. I like the idea of podcasting for education - an idea I had while thinking about Sound Cloud was having students use audio software to splice together parts of multiple podcasts from different people into their own project. Sort of like writing a paper where you bring together quotes from multiple sources to create your own idea. There's lots of possibilities with audio :-),0,0,0,0,1,0,Week 12,0,Regular
F,O,"(O)  Oh, that's a fun idea--splicing together material from several sources. Anything that allows them to manipulate the clips into a finished project would have the side-effect of getting the students extremely comfy with the tool, I would think.",0,0,0,0,1,0,Week 12,0,Leader
E,F,"F,I had not thought of podcasting either but in thinking about last week's discussion about learning preferences. Using SoundCloud provides an interesting way of appealing to learners who have an auditory learning preference.",0,0,0,0,1,0,Week 12,0,Regular
F,E,"(E) Like me, I s'pose... <re-cloaking personal bias>",0,0,0,1,0,0,Week 12,0,Leader
L,F,"Hi F, I have used SoundCloud for listening to music, but I have never had much experience using it in the classroom.  I think it seems like a beneficial tool for online classes and even elementary level because of the engagement aspect (commenting and listening to others).  I hope to incorporate this idea into my future classroom. Thanks!",0,0,0,0,1,0,Week 12,0,Influencer
J,ins,"What made you choose this tool?The Lesson Paths I chose was from the Teachers section and it was Web 2.0. The web 2.0 website then took me to what they called BoomWriter. I was really interested in this tool because it was a writing project where students work together to write a story together. As a future elementary education teacher, I think this is definitely something that I want to use in my future classroom. How does the tool promote authentic learning? Specifically, how does it align with the six key characteristics of successful activities described on Page 2 of the EduCause article above?This tool aligns with the characteristics from the article because it promotes collaborations of all the students in the classroom. By having each student write a new chapter in the book each time, it allows students to read each others work and then collaborate with one another to pick the best one. Another great thing about this is that it allows many diverse outcomes, there is no right way for the students to write a part of the chapter.",0,0,2,0,0,0,Week 12,1,Leader
R,J,Hi J. I think it's a good way to let students work together at writing project. Sounds interesting! And this would also improve their critical thinking and collaborative skills~,0,0,0,0,1,0,Week 12,0,Leader
G,J,"Thanks for sharing the BoomWriter resource, J. I love the idea of having a group-authored story. My daughter and her classmates have tried to do that (but in a google doc) with mixed results. Hopefully this site/tool would make the collaboration process a bit easier.Just out of curiosity, as a future elementary ed teacher, what kinds of conversations have you experienced about the COPPA legislation and how it affects what tech resources can be used in the classroom? In the other LT class that I took, a number of K-12 educators brought this up quite a bit, and it's something that I do not know much about at all.",0,0,0,1,1,0,Week 12,0,Mediator
J,G,"Hi G, I actually took a class last semester called Sex, Drugs, and the Internet where we talked a lot about COPPA. It was one of our main topics during the week and something that I had never heard about before that class. In all honesty I don't remember much about the conversations we had but I know that we talked a lot about the pros and cons of it and what teachers can and can't do because of it. Sorry to not be much help!",0,0,0,0,1,0,Week 12,0,Leader
G,J,"(J) No worries! Thanks for the feedback. It seems like the restrictions are hard to work around, which is mostly what I was wondering about",0,0,0,0,1,0,Week 12,0,Mediator
H,J,"J,I will have to check BoomWriter out. _It reminds me of a girl scout activity you go around the camp fire and everyone adds a new plot to the story...It does get everyone involved, share moments that are fun and entertaining, and no one has to feel intimidated as there are no wrong answers...I love that!!!",0,0,0,0,1,0,Week 12,0,Starter
L,J,"Hi J, this is a really cool idea...I have never heard of this application before.  This definitely would be a good resource for our future major. Thanks! :-)",0,0,0,0,1,0,Week 12,0,Influencer
N,J,"It sounds like you (J) found a way to use one of the key characteristics of successful activities namely, activities that real-world relevance.  As the article indicated the goal of new tools should be to enable students to use them in their post-academic lives. This course is certainly preparing us well beyond the intellectual stimulation to knowledge we can apply to classroom or other professional settings once we graduate.",0,0,0,0,1,0,Week 12,0,Peripheral
